"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","class"
47," Private",168232," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
41," Local-gov",488706," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
36," Private",209629," 12th",8," Married-civ-spouse"," Tech-support"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
19," Private",216937," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
60," Private",148522," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,1848,40," United-States"," >50K"
41," Private",101593," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,55," United-States"," >50K"
30," Private",229772," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,42," United-States"," >50K"
32," Private",235124," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",201680," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
32," Private",231043," Bachelors",13," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",226913," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
41," State-gov",176663," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",265535," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
25," Private",213412," 10th",6," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-inc",223752," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
25," Self-emp-not-inc",21472," Some-college",10," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,22," United-States"," <=50K"
19," Private",223648," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
48," Federal-gov",110457," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,2559,40," United-States"," >50K"
43," ?",142030," HS-grad",9," Divorced"," ?"," Unmarried"," Black"," Female",0,0,35," United-States"," <=50K"
40," Private",114537," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"
20," Private",238685," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",154374," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
36," Private",182074," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," ?"," <=50K"
35," Private",174308," Some-college",10," Married-spouse-absent"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States"," >50K"
20," Private",118462," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
64," ?",178556," 10th",6," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",124692," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1579,40," United-States"," <=50K"
18," Local-gov",206359," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,11," United-States"," <=50K"
28," Private",142764," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",169600," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,4," United-States"," <=50K"
37," Private",333651," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",0,0,50," Cambodia"," >50K"
27," Private",55390," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Local-gov",248406," Assoc-acdm",12," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
33," Private",201988," HS-grad",9," Divorced"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
32," Private",408328," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
18," Private",123343," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
52," State-gov",71344," 11th",7," Separated"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,30," United-States"," <=50K"
30," Federal-gov",164552," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
76," Self-emp-not-inc",253408," 10th",6," Married-spouse-absent"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",139770," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," ?",121135," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
56," Private",204049," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
43," Private",188808," Assoc-voc",11," Separated"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
28," Private",189346," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
47," Private",312088," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
56," Private",230039," 7th-8th",4," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,1668,40," ?"," <=50K"
24," Private",284317," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,52," United-States"," <=50K"
42," Self-emp-not-inc",121718," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
25," Private",169905," 9th",5," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,25," Puerto-Rico"," <=50K"
29," State-gov",183285," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",153078," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,50," ?"," <=50K"
38," Local-gov",218184," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",5178,0,40," United-States"," >50K"
21," Private",25265," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
37," Private",171150," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",171484," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"
33," Private",34574," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
68," ?",351402," 10th",6," Divorced"," ?"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
50," Private",184424," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
27," Private",151382," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
42," Self-emp-not-inc",214242," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,70," United-States"," <=50K"
52," Self-emp-inc",206054," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1485,40," United-States"," <=50K"
21," Private",107882," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
65," Private",169047," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1485,45," United-States"," <=50K"
36," Private",279485," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",191098," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
45," Private",102076," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
30," Private",214063," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,20," Taiwan"," <=50K"
35," Private",237943," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
41," Private",202872," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
37," Local-gov",80680," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,25," United-States"," >50K"
32," Private",32406," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
33," Private",333701," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
25," Self-emp-not-inc",217030," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,50," United-States"," <=50K"
26," Private",192302," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
38," Self-emp-inc",275223," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",2885,0,70," United-States"," <=50K"
23," Private",193586," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
43," Local-gov",169203," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,50," United-States"," >50K"
49," Private",62546," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,32," United-States"," <=50K"
31," Private",377850," Some-college",10," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,40," Dominican-Republic"," <=50K"
25," Private",144301," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,45," United-States"," <=50K"
34," Private",106742," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
39," Self-emp-not-inc",50096," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
31," Private",162572," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
41," Private",49156," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
28," Private",67386," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
38," Federal-gov",95432," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
22," Private",324922," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
28," Private",78870," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
56," Private",99359," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
39," Private",24106," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",99999,0,25," United-States"," >50K"
38," Private",172538," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,55," United-States"," >50K"
49," Private",72393," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
53," Private",165745," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
27," Private",332187," 11th",7," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,40," Mexico"," <=50K"
20," Self-emp-not-inc",54152," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
50," Self-emp-not-inc",167380," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," >50K"
47," Private",265275," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
53," Private",30244," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,56," United-States"," <=50K"
21," Private",105577," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",107793," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",27828,0,60," United-States"," >50K"
17," Private",132636," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
26," ?",39640," 12th",8," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," Mexico"," >50K"
39," Private",122032," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
38," ?",94559," Masters",14," Married-civ-spouse"," ?"," Wife"," Asian-Pac-Islander"," Female",0,0,40," United-States"," >50K"
36," Local-gov",127772," Some-college",10," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,1974,70," United-States"," <=50K"
27," ?",501172," Bachelors",13," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
57," Self-emp-inc",140319," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Private",236993," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
73," Private",183213," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
28," Private",251905," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
40," State-gov",34218," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",246439," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
36," Private",99872," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",7298,0,40," United-States"," >50K"
45," Self-emp-inc",108100," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",99999,0,70," United-States"," >50K"
18," Self-emp-inc",265116," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",185670," Assoc-voc",11," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",119309," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
19," Private",198459," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",37232," Bachelors",13," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," >50K"
50," ?",156008," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," Ireland"," <=50K"
47," Private",277545," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Private",244605," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
19," ?",369527," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
41," Private",101593," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," United-States"," >50K"
57," Private",201112," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",254809," 10th",6," Married-civ-spouse"," Sales"," Husband"," White"," Male",5013,0,48," United-States"," <=50K"
40," ?",162108," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," Germany"," >50K"
34," Private",48014," 11th",7," Divorced"," Sales"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
54," Private",138845," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
41," Private",445382," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
47," Private",232628," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
23," Private",109952," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,24," United-States"," <=50K"
52," Private",176134," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,58," United-States"," <=50K"
49," Self-emp-not-inc",127921," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",2597,0,60," United-States"," >50K"
40," Private",92717," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
54," State-gov",123592," HS-grad",9," Married-civ-spouse"," Protective-serv"," Other-relative"," White"," Male",0,0,40," United-States"," >50K"
79," Private",120707," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
28," Private",405793," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
60," Self-emp-inc",123218," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
65," Private",174603," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",199915," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
62," Private",194167," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
45," Private",178319," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," State-gov",285747," Bachelors",13," Divorced"," Exec-managerial"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
32," Private",364657," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
36," Private",83089," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
35," State-gov",35626," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
75," ?",125784," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,56," United-States"," <=50K"
34," Private",200192," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
48," Local-gov",148121," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
60," Private",232242," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Self-emp-not-inc",35034," Assoc-acdm",12," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
61," Private",227468," 7th-8th",4," Widowed"," Other-service"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"
24," Self-emp-not-inc",143062," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"
34," State-gov",118551," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"
38," Private",272950," Some-college",10," Married-spouse-absent"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,34," Dominican-Republic"," <=50K"
65," Private",420277," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",270379," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",24292," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," >50K"
26," Private",134004," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",227615," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
28," Private",175987," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
44," Private",889965," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
59," Private",102193," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
20," Private",291979," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
27," Private",31659," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," >50K"
46," Private",160647," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
45," Private",167187," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
43," Self-emp-not-inc",38876," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
32," Private",251701," 1st-4th",2," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,45," Mexico"," <=50K"
47," Private",357848," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Private",60751," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,70," United-States"," <=50K"
23," Private",159709," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
54," Self-emp-not-inc",154785," 10th",6," Divorced"," Farming-fishing"," Other-relative"," Black"," Male",0,0,35," United-States"," <=50K"
61," Private",183355," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," >50K"
31," Private",120461," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
35," Private",99357," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
30," Private",167790," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," Dominican-Republic"," <=50K"
30," Federal-gov",321990," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
20," State-gov",125165," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
45," Private",175262," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
17," Self-emp-not-inc",174120," 11th",7," Never-married"," Sales"," Unmarried"," White"," Male",0,0,16," United-States"," <=50K"
54," Private",343242," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
48," Private",315423," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Local-gov",318972," Some-college",10," Separated"," Prof-specialty"," Other-relative"," Black"," Female",0,0,20," Mexico"," <=50K"
48," Private",265083," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," >50K"
30," Private",174789," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",199419," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
25," Private",40512," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
58," Self-emp-not-inc",234841," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,30," United-States"," >50K"
38," Private",40955," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,68," United-States"," <=50K"
30," Private",185336," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
40," Private",311534," Assoc-voc",11," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
59," Private",197148," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
52," Self-emp-inc",100506," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Local-gov",123325," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
21," Private",315303," 7th-8th",4," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,40," Mexico"," <=50K"
42," Self-emp-not-inc",29962," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
28," ?",196971," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,30," United-States"," <=50K"
25," Private",262885," Some-college",10," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",98281," Assoc-acdm",12," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
35," Self-emp-not-inc",264627," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
30," Private",210851," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," United-States"," >50K"
22," Private",240517," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," Other"," Male",0,0,24," United-States"," <=50K"
23," Private",74568," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,46," United-States"," <=50K"
28," Private",198197," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,2824,30," United-States"," >50K"
30," Self-emp-not-inc",196342," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"
27," Private",221252," Bachelors",13," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," Cambodia"," <=50K"
43," Local-gov",98130," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
33," ?",173998," HS-grad",9," Divorced"," ?"," Own-child"," White"," Female",0,0,2," United-States"," <=50K"
25," Private",111058," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
38," Private",133586," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
54," Private",103345," Assoc-voc",11," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",2174,0,40," United-States"," <=50K"
34," ?",146589," HS-grad",9," Never-married"," ?"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",26451," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
59," Private",142182," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",192208," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
46," Private",157991," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Other"," Male",2829,0,40," United-States"," >50K"
64," State-gov",216160," Bachelors",13," Widowed"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
55," Private",199067," Assoc-acdm",12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
34," Private",183811," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
