Age,Workclass,Fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
46, Local-gov,118934, 9th,5, Never-married, Tech-support, Husband, White, Male,-26,-1,40, United-States, <=50K
41, Self-emp-not-inc,98571, Some-college,13, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,-24,-2,49, United-States, >50K
41, Local-gov,81093, HS-grad,13, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,3,-1,40, United-States, <=50K
46, Federal-gov,191042, Bachelors,14, Widowed, Adm-clerical, Unmarried, White, Female,-13,1,50, United-States, <=50K
53, Private,312890, Some-college,4, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,61, Haiti, <=50K
42, Private,54422, 5th-6th,3, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,-17,-1,45, United-States, <=50K
56, Private,113934, Bachelors,14, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,-51,0,40, Ireland, <=50K
21, State-gov,175402, Bachelors,6, Married-spouse-absent, Machine-op-inspct, Wife, White, Female,-15,3,40, United-States, <=50K
24, Self-emp-inc,191859, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-2,-1,40, United-States, >50K
46, State-gov,165297, 10th,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,-33,-1,49, ?, <=50K
53, Local-gov,237498, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, Black, Female,-3,0,50, United-States, >50K
23, Federal-gov,395284, Bachelors,7, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,-16,-1,40, United-States, <=50K
21, Never-worked,183548, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,-1,-1,14, United-States, <=50K
24, Private,236152, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Male,-19,2047,40, United-States, <=50K
46, Private,321870, HS-grad,13, Divorced, Prof-specialty, Not-in-family, White, Female,-40,0,35, United-States, <=50K
48, Private,256850, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, White, Male,-3,1,40, Mexico, <=50K
34, Private,365284, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-41,1,40, United-States, <=50K
24, Private,107179, HS-grad,6, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,-14,0,36, United-States, <=50K
35, Private,196218, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,-44,0,40, United-States, <=50K
51, Private,206321, Assoc-acdm,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-37,-2,44, United-States, <=50K
21, Private,169492, HS-grad,9, Separated, Other-service, Unmarried, White, Male,32,2,36, United-States, <=50K
39, Local-gov,40632, Some-college,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-15,2,40, United-States, <=50K
45, Private,324176, Assoc-voc,9, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,17,1,40, United-States, <=50K
20, Private,320252, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,-36,0,40, United-States, <=50K
20, ?,169440, 9th,7, Never-married, Other-service, Not-in-family, White, Male,20,0,40, United-States, <=50K
69, Self-emp-not-inc,281675, Some-college,10, Never-married, Sales, Not-in-family, White, Male,-20,-2,40, United-States, <=50K
20, Private,140877, Some-college,10, Never-married, Other-service, Own-child, White, Male,-47,1,62, Mexico, <=50K
27, Private,281683, HS-grad,9, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,-1,-1,44, United-States, <=50K
33, Private,225717, HS-grad,6, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,-24,0,30, Mexico, <=50K
65, Local-gov,114375, Bachelors,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-11,-1,45, United-States, <=50K
29, Private,281036, Some-college,10, Divorced, Priv-house-serv, Not-in-family, White, Male,-35,-1,31, United-States, <=50K
43, Self-emp-not-inc,166579, Prof-school,16, Married-civ-spouse, Craft-repair, Husband, White, Male,-4,-1,69, United-States, >50K
27, ?,214754, HS-grad,13, Married-AF-spouse, ?, Unmarried, Asian-Pac-Islander, Male,28,0,40, United-States, <=50K
24, State-gov,90033, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-15,-2,40, United-States, <=50K
18, Private,89703, Some-college,10, Never-married, ?, Other-relative, White, Male,-23,1,16, United-States, <=50K
63, Self-emp-not-inc,250457, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-7,-1,40, Philippines, <=50K
25, Private,376743, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-12,0,40, United-States, <=50K
47, Private,304214, HS-grad,9, Never-married, ?, Husband, White, Male,-3,1,40, Greece, <=50K
47, Self-emp-not-inc,464333, Doctorate,5, Never-married, ?, Unmarried, White, Female,-24,-1,59, El-Salvador, <=50K
19, Private,230806, 11th,7, Never-married, Other-service, Own-child, White, Male,-14,0,40, Greece, <=50K
58, Private,196877, 12th,9, Married-civ-spouse, Adm-clerical, Husband, Black, Female,-9,-1,40, United-States, <=50K
31, ?,251631, Bachelors,13, Never-married, ?, Unmarried, White, Male,-2,-1,45, United-States, <=50K
29, ?,238953, Some-college,7, Never-married, Adm-clerical, Not-in-family, Black, Male,9,1,50, United-States, <=50K
52, Local-gov,324583, HS-grad,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,-3,2,37, United-States, >50K
48, Self-emp-inc,390488, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-5,0,40, United-States, >50K
55, Private,126014, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7254,-2,46, United-States, >50K
25, Private,355895, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,32,-1,40, United-States, <=50K
80, Self-emp-not-inc,424976, HS-grad,9, Separated, Other-service, Other-relative, White, Male,-12,2,8, United-States, <=50K
59, Private,28415, Prof-school,5, Divorced, Craft-repair, Wife, Other, Male,-17,0,45, United-States, <=50K
25, Private,284371, HS-grad,15, Married-spouse-absent, Other-service, Other-relative, White, Female,-17,0,45, United-States, <=50K
49, Local-gov,37597, Bachelors,4, Separated, Craft-repair, Unmarried, Other, Female,17,-1,30, United-States, <=50K
32, Self-emp-not-inc,242916, HS-grad,13, Married-civ-spouse, Adm-clerical, Husband, White, Female,-37,0,40, United-States, <=50K
38, Self-emp-inc,30087, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,11,-1,40, United-States, >50K
42, Local-gov,132547, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-6,0,58, United-States, >50K
25, Federal-gov,186048, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,23,1,37, United-States, <=50K
45, Private,127642, Masters,13, Married-civ-spouse, Sales, Husband, White, Female,-18,0,40, United-States, >50K
28, Self-emp-not-inc,299066, Bachelors,13, Never-married, Prof-specialty, Husband, White, Female,5,0,60, United-States, >50K
39, Local-gov,97354, Assoc-acdm,7, Married-civ-spouse, Exec-managerial, Husband, Black, Female,-6,0,43, United-States, >50K
41, Private,209340, Masters,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1,1,67, El-Salvador, <=50K
68, Private,287790, Assoc-voc,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-12,2,17, Vietnam, <=50K
34, Private,43541, Doctorate,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,10,2,40, United-States, <=50K
37, Self-emp-not-inc,264229, 10th,10, Never-married, Adm-clerical, Own-child, Other, Male,2,0,45, United-States, <=50K
51, Private,17853, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-6,1,45, United-States, >50K
56, Private,171185, Assoc-voc,14, Never-married, Sales, Husband, Asian-Pac-Islander, Male,6,-2,45, India, <=50K
28, Federal-gov,40129, 1st-4th,6, Married-civ-spouse, Exec-managerial, Wife, Other, Male,-10,0,45, United-States, >50K
24, Private,31789, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,10,1,40, United-States, <=50K
46, Private,232730, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,-7,0,40, France, <=50K
45, Local-gov,134898, Bachelors,10, Never-married, ?, Not-in-family, White, Male,2,1,11, England, <=50K
46, Local-gov,270654, Bachelors,13, Divorced, Prof-specialty, Wife, White, Female,-25,-1,45, United-States, >50K
40, Private,109128, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,-26,1,40, United-States, <=50K
58, ?,259467, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,-45,-2,40, United-States, <=50K
40, ?,178866, Some-college,10, Never-married, ?, Own-child, White, Male,-25,-1,40, United-States, <=50K
60, Local-gov,40271, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,-2,-2,14, United-States, <=50K
23, Self-emp-not-inc,130459, 11th,4, Married-spouse-absent, Machine-op-inspct, Not-in-family, Other, Male,-26,-1,29, United-States, <=50K
19, Never-worked,99162, 11th,5, Never-married, Prof-specialty, Own-child, White, Male,18,1,40, Mexico, <=50K
26, Private,134707, HS-grad,14, Married-spouse-absent, Machine-op-inspct, Wife, White, Male,-44,1,35, United-States, <=50K
60, Private,327557, HS-grad,8, Married-civ-spouse, Protective-serv, Husband, White, Female,-41,2,40, Vietnam, <=50K
31, Private,287189, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,31,1,40, United-States, <=50K
24, ?,121638, Bachelors,13, Never-married, ?, Own-child, White, Female,-23,0,40, United-States, <=50K
41, Private,366152, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-17,0,38, United-States, <=50K
47, ?,310393, HS-grad,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,-3,-1,40, United-States, <=50K
36, Private,266331, 9th,13, Divorced, Exec-managerial, Not-in-family, White, Female,-27,0,45, ?, >50K
43, Private,102642, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,2,-1,69, United-States, >50K
47, Local-gov,273927, Some-college,4, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,-21,-1,45, United-States, <=50K
21, ?,322240, 10th,4, Never-married, Handlers-cleaners, Own-child, White, Male,-39,0,46, United-States, <=50K
28, Private,156857, 12th,7, Never-married, Machine-op-inspct, Husband, White, Male,-27,-3,40, United-States, <=50K
24, Private,248288, Some-college,7, Never-married, Other-service, Own-child, White, Male,-30,-1,31, United-States, <=50K
21, Private,56686, Some-college,6, Married-civ-spouse, ?, Husband, White, Male,23,-1,40, Jamaica, <=50K
24, State-gov,294575, Bachelors,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,-65,0,45, United-States, >50K
52, Private,233350, HS-grad,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7,-1,40, United-States, <=50K
19, Private,106285, 12th,7, Divorced, Adm-clerical, Own-child, White, Female,-19,-1,21, United-States, <=50K
40, Private,196452, Some-college,9, Divorced, Adm-clerical, Not-in-family, White, Female,-22,0,40, United-States, <=50K
19, ?,247350, Some-college,10, Never-married, ?, Own-child, White, Male,-26,1,40, United-States, <=50K
23, Private,237572, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,-28,-3,44, Portugal, <=50K
48, Private,99676, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, Other, Male,3,2,50, ?, <=50K
27, Private,492384, 1st-4th,13, Divorced, Exec-managerial, Unmarried, White, Female,-30,-2,37, United-States, <=50K
49, Self-emp-not-inc,107476, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-45,0,49, United-States, <=50K
45, Private,280050, Some-college,8, Never-married, Handlers-cleaners, Own-child, White, Male,-29,-1,22, United-States, <=50K
47, Private,286991, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Female,11,1,74, United-States, <=50K
18, Private,319853, 11th,6, Never-married, ?, Own-child, White, Male,-18,1,45, United-States, <=50K
27, Private,301108, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,-44,0,40, Poland, <=50K
48, Private,203672, HS-grad,5, Widowed, Other-service, Husband, White, Male,-17,-1,51, United-States, <=50K
20, Private,213743, HS-grad,5, Divorced, Exec-managerial, Own-child, Black, Male,12,0,30, United-States, <=50K
22, ?,236347, 7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,-10,0,35, United-States, <=50K
39, Self-emp-not-inc,220504, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-40,1930,40, United-States, <=50K
19, Private,90366, 11th,13, Never-married, ?, Own-child, White, Male,-29,2,24, United-States, <=50K
17, ?,351627, 11th,6, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,-46,1,45, United-States, <=50K
59, Self-emp-not-inc,182262, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Male,-19,0,36, United-States, <=50K
53, Private,226412, Assoc-acdm,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,9,2,40, United-States, <=50K
37, Self-emp-not-inc,303508, HS-grad,9, Separated, Craft-repair, Husband, White, Male,-54,1,30, United-States, <=50K
25, Private,314190, 5th-6th,7, Married-spouse-absent, Adm-clerical, Other-relative, White, Male,-34,-1,40, United-States, <=50K
31, Private,232134, 12th,13, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,-61,-1,30, United-States, <=50K
45, Private,100287, Some-college,13, Never-married, Handlers-cleaners, Own-child, White, Male,-1,2,44, United-States, <=50K
41, Self-emp-not-inc,437535, Masters,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-51,0,47, United-States, <=50K
54, Private,285588, HS-grad,9, Separated, Farming-fishing, Unmarried, Black, Male,-13,0,40, United-States, <=50K
21, Private,144069, HS-grad,9, Never-married, Farming-fishing, Wife, Black, Female,37,0,22, United-States, <=50K
36, Federal-gov,189647, Bachelors,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,53,2,45, United-States, <=50K
24, Local-gov,88365, Bachelors,7, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-4,-1,50, United-States, >50K
40, Private,29964, Assoc-voc,9, Married-civ-spouse, Craft-repair, Husband, White, Female,25,2,40, United-States, >50K
41, Self-emp-inc,170019, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,-23,-1,40, United-States, >50K
47, Private,108630, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,5,-1,40, United-States, <=50K
54, Private,117544, Bachelors,10, Never-married, Adm-clerical, Unmarried, White, Female,-15,-1,45, United-States, <=50K
43, Private,389715, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,-3,0,57, United-States, >50K
21, Self-emp-not-inc,111051, HS-grad,14, Never-married, Prof-specialty, Not-in-family, White, Male,-25,1,40, United-States, <=50K
64, State-gov,252104, Some-college,10, Widowed, Adm-clerical, Other-relative, White, Male,-18,0,40, United-States, <=50K
30, Without-pay,287704, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-30,-2,40, United-States, <=50K
43, Private,216686, Assoc-acdm,5, Never-married, Adm-clerical, Unmarried, White, Female,10,0,45, United-States, <=50K
39, Private,130359, 12th,4, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,-32,1,17, ?, <=50K
49, Private,207650, Masters,13, Married-civ-spouse, Sales, Husband, White, Male,-16,0,50, United-States, >50K
56, Private,223224, Bachelors,13, Married-AF-spouse, Adm-clerical, Husband, White, Female,-30,2,46, United-States, <=50K
34, Private,229611, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,-10,2,40, United-States, <=50K
65, Self-emp-not-inc,156013, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, Other, Male,-21,-2,11, Mexico, <=50K
26, Private,463720, 10th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,-12,-1,40, United-States, <=50K
52, Private,138434, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,11,1,40, United-States, <=50K
26, Private,259090, Some-college,10, Married-civ-spouse, Protective-serv, Own-child, White, Male,-42,0,46, United-States, <=50K
52, Private,189088, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,-7,-1,19, United-States, <=50K
40, Private,161871, 1st-4th,9, Never-married, Exec-managerial, Husband, White, Male,39,-1,40, United-States, <=50K
49, Local-gov,46744, Bachelors,10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,-49,1743,36, Cuba, <=50K
47, Local-gov,42854, Prof-school,5, Married-civ-spouse, Tech-support, Not-in-family, White, Male,37,0,40, United-States, >50K
43, Private,219911, HS-grad,16, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,-1,40, United-States, >50K
39, Private,188228, Bachelors,9, Never-married, Farming-fishing, Not-in-family, White, Male,13,-1,40, United-States, <=50K
41, Private,258862, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-5,1,62, El-Salvador, >50K
25, Private,359127, 1st-4th,10, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,3,1,13, United-States, <=50K
50, Private,255385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-45,-1,40, United-States, <=50K
45, Private,297399, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,-2,2,31, United-States, <=50K
52, Private,34438, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Male,4,0,40, ?, <=50K
26, ?,102823, HS-grad,8, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male,-11,0,21, United-States, <=50K
46, Private,383599, Bachelors,13, Widowed, Adm-clerical, Unmarried, White, Female,7,-2,40, United-States, <=50K
44, Private,321694, 9th,7, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,2,0,40, United-States, <=50K
25, Private,90330, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,-34,-1,22, United-States, <=50K
33, Private,367703, 7th-8th,4, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,25,1,40, United-States, <=50K
59, Private,266632, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,1525,-1,40, United-States, <=50K
24, Self-emp-not-inc,200858, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-46,2,40, United-States, <=50K
46, Private,210997, HS-grad,10, Divorced, Other-service, Own-child, White, Male,-33,1,73, Nicaragua, <=50K
45, Private,324276, 7th-8th,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,-7,0,66, United-States, <=50K
64, Self-emp-not-inc,234633, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-29,-1,50, United-States, <=50K
41, Private,248298, 10th,13, Married-civ-spouse, Sales, Not-in-family, White, Female,-37,0,62, United-States, >50K
22, Private,66891, Bachelors,13, Divorced, Adm-clerical, Wife, White, Male,31,1,45, United-States, >50K
18, Local-gov,392075, Assoc-voc,11, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,-3,-1,40, Haiti, >50K
23, Local-gov,164124, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7408,-1,44, United-States, >50K
48, Private,175528, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-22,0,40, United-States, <=50K
36, Local-gov,34645, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-17,2,58, United-States, >50K
36, Self-emp-not-inc,356648, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,6837,-1,45, United-States, <=50K
26, ?,115377, Assoc-acdm,7, Never-married, ?, Not-in-family, Black, Female,-14,2,31, United-States, <=50K
40, Self-emp-not-inc,265513, Masters,5, Married-civ-spouse, Sales, Husband, White, Male,-54,0,65, United-States, >50K
54, Private,193751, HS-grad,9, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,-11,0,85, United-States, <=50K
37, Private,318787, Some-college,7, Married-spouse-absent, Exec-managerial, Wife, Black, Female,-16,-1,50, United-States, <=50K
24, Private,246681, HS-grad,9, Never-married, Handlers-cleaners, Husband, White, Male,-45,0,12, United-States, <=50K
18, Local-gov,114591, Bachelors,7, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,1,0,49, United-States, <=50K
54, Private,192000, Bachelors,13, Widowed, Adm-clerical, Other-relative, White, Female,-5,0,36, United-States, <=50K
26, Private,204592, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-72,0,49, United-States, <=50K
21, Self-emp-not-inc,238640, Some-college,11, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,-49,0,40, Mexico, <=50K
23, ?,26818, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,-11,0,10, United-States, <=50K
24, Private,27921, HS-grad,7, Widowed, Other-service, Unmarried, Black, Male,-37,-1,40, United-States, <=50K
42, Self-emp-not-inc,268399, 11th,8, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,25,-2,44, United-States, <=50K
20, Private,326921, Bachelors,7, Married-spouse-absent, Transport-moving, Own-child, White, Male,-47,2,12, United-States, <=50K
22, State-gov,40155, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,-40,-2,62, United-States, >50K
47, State-gov,264367, Assoc-voc,10, Married-civ-spouse, Other-service, Not-in-family, White, Female,-26,1,31, Vietnam, <=50K
18, ?,42360, HS-grad,10, Never-married, Other-service, Own-child, White, Male,-42,1,14, United-States, <=50K
47, Self-emp-inc,508400, Masters,14, Married-civ-spouse, Adm-clerical, Own-child, White, Male,-13,0,50, Mexico, >50K
25, Private,247444, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-12,-1,40, United-States, <=50K
65, ?,193252, Some-college,10, Divorced, Other-service, Own-child, White, Male,-31,-1,21, United-States, <=50K
24, Self-emp-not-inc,239777, Assoc-voc,13, Never-married, Sales, Husband, White, Male,-26,0,40, Thailand, <=50K
44, Private,171101, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Female,-28,0,44, United-States, >50K
57, Private,180426, Preschool,6, Never-married, Protective-serv, Own-child, White, Male,-13,1,45, United-States, <=50K
37, Private,30234, 1st-4th,13, Never-married, Craft-repair, Own-child, White, Male,2,1,40, United-States, <=50K
25, ?,195897, Some-college,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,-60,0,24, United-States, <=50K
16, State-gov,390253, Bachelors,10, Never-married, Prof-specialty, Not-in-family, Other, Male,-5,1,21, United-States, <=50K
61, Self-emp-inc,191722, Masters,10, Married-civ-spouse, Transport-moving, Wife, White, Male,16,0,40, United-States, >50K
35, ?,90440, Some-college,13, Divorced, Other-service, Not-in-family, White, Male,-13,0,50, United-States, <=50K
52, State-gov,184441, 1st-4th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,392252, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-46,-1,44, United-States, >50K
53, Private,339140, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,30,-1,40, United-States, <=50K
60, Private,84017, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,14,0,58, United-States, >50K
62, Private,236710, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,9,1,37, United-States, <=50K
46, Private,447148, Some-college,10, Never-married, ?, Own-child, White, Male,-6,0,21, United-States, <=50K
60, Private,248810, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Other, Male,-17,-1,62, United-States, <=50K
39, Private,175507, 7th-8th,10, Never-married, Other-service, Own-child, Black, Male,-23,-1,23, United-States, <=50K
57, Federal-gov,191653, 7th-8th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-32,1769,60, United-States, <=50K
42, Private,178887, 10th,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-20,1,40, United-States, <=50K
49, Self-emp-not-inc,28980, Masters,16, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,18,-2,44, United-States, >50K
43, Local-gov,281764, 7th-8th,13, Divorced, Prof-specialty, Wife, White, Female,-26,0,67, United-States, >50K
33, Private,176994, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,-2,-1,40, United-States, <=50K
35, Self-emp-not-inc,305054, 10th,7, Never-married, Other-service, Other-relative, White, Male,-10,1,44, United-States, <=50K
49, Private,201799, Bachelors,13, Divorced, Prof-specialty, Wife, White, Female,-11,0,66, United-States, >50K
23, Private,207221, Bachelors,13, Divorced, Exec-managerial, Wife, White, Male,-39,1,46, Ireland, <=50K
45, Private,95023, Some-college,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,-56,1,50, United-States, <=50K
49, Private,97416, 5th-6th,13, Divorced, Priv-house-serv, Not-in-family, White, Female,3,0,40, United-States, <=50K
27, Private,170718, Bachelors,5, Married-AF-spouse, Adm-clerical, Unmarried, White, Female,3,1,16, United-States, <=50K
68, Private,181978, HS-grad,9, Separated, Craft-repair, Unmarried, White, Female,-8,1,40, United-States, <=50K
53, ?,250301, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,1,-1,44, United-States, <=50K
43, Private,124198, HS-grad,6, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,5,0,40, Haiti, <=50K
38, Private,341675, Masters,9, Married-civ-spouse, Tech-support, Husband, White, Male,-6,-1,57, United-States, <=50K
47, Federal-gov,112540, Bachelors,5, Never-married, Prof-specialty, Unmarried, Other, Female,3,-1,40, United-States, >50K
43, State-gov,200159, Bachelors,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,26,1,51, United-States, <=50K
32, Private,183627, 11th,13, Divorced, Tech-support, Not-in-family, White, Male,1,1,14, Columbia, <=50K
25, Self-emp-not-inc,269158, HS-grad,16, Married-civ-spouse, Craft-repair, Husband, White, Male,7,1,71, United-States, <=50K
21, Private,39697, Bachelors,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,-34,0,23, United-States, <=50K
43, Private,92626, Bachelors,7, Divorced, Prof-specialty, Unmarried, White, Female,-40,-1,9, Taiwan, <=50K
30, Federal-gov,133631, HS-grad,13, Divorced, Adm-clerical, Unmarried, White, Female,-40,-1,77, United-States, <=50K
43, Private,353161, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,17,-2,50, United-States, <=50K
43, Private,88702, Bachelors,7, Never-married, Sales, Unmarried, Other, Female,7267,-2,49, United-States, <=50K
41, Private,200552, 10th,9, Married-spouse-absent, Other-service, Unmarried, White, Female,-3,-1,40, United-States, <=50K
58, Private,329447, Bachelors,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,30,0,40, United-States, >50K
44, Private,287242, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,6,1,40, United-States, <=50K
38, Private,127170, Bachelors,13, Never-married, Prof-specialty, Wife, White, Female,-12,-2,74, Greece, >50K
46, Local-gov,94424, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-34,-1,59, United-States, <=50K
56, Self-emp-inc,195629, Masters,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,20,0,45, United-States, >50K
46, Private,89384, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,14255,-1,45, United-States, >50K
46, Private,325707, Bachelors,5, Divorced, Sales, Not-in-family, White, Male,-39,0,40, Ecuador, >50K
31, Private,254765, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-20,3,40, United-States, <=50K
45, Self-emp-inc,46088, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,1,0,60, United-States, >50K
